pm_start,pm_end,length,lanes,on_ramp,off_ramp,on_ramp_name,off_ramp_name,caltrans_pm_start,caltrans_pm_end,length_warning,vds_id,vds_pm,vds_lanes,vds_source,vds_distance_mi,vds_n_candidates,on_ramp_vds_id,off_ramp_vds_id
27.876179,28.253592,0.37741300000000066,4,False,False,,,7.499999701954935,7.100000184873301,ok,401362,28.030435845614768,4,direct,0.0,1,,
28.253592,28.455222,0.20162999999999798,4,True,False,,,7.100000184873301,6.90000036514205,ok,400576,28.260901461802256,4,direct,0.0,1,402961,
28.455222,28.817748,0.36252600000000257,4,True,True,,,6.90000036514205,6.5000002075983865,ok,400576,28.260901461802256,4,nearest_upstream,-0.3755835381977448,0,,402958
28.817748,29.161412,0.34366399999999686,4,False,False,,,6.5000002075983865,6.1999999186247425,ok,400778,29.03053788591459,4,direct,0.0,1,,
29.161412,29.355343,0.19393100000000274,4,True,False,,,6.1999999186247425,6.0000004213628895,too_short,400468,29.300496397148343,4,direct,0.0,1,402955,
29.355343,30.320824,0.9654810000000005,4,True,True,,,6.0000004213628895,4.999999985356429,ok,400468,29.300496397148343,4,nearest_upstream,-0.5375871028516599,0,,402953
30.320824,30.665159,0.3443349999999974,4,False,False,,,4.999999985356429,4.69999935018703,ok,400739,30.545811812938638,4,direct,0.0,1,,
30.665159,30.795593,0.13043400000000105,4,True,False,,,4.69999935018703,4.499999554930504,too_short,400363,30.743885693111444,4,direct,0.0,1,402954,
30.795593,31.086817,0.2912239999999997,5,True,True,,,4.499999554930504,4.19999997273106,ok,400363,30.743885693111444,4,nearest_upstream,-0.1973193068885557,0,402950,
31.086817,31.583294,0.4964769999999987,4,False,False,,,4.19999997273106,3.7000004372546846,ok,400698,31.28760952042585,4,direct,0.0,1,,
31.583294,31.831943,0.24864900000000034,5,True,True,,,3.7000004372546846,3.500000122988705,ok,400698,31.28760952042585,4,nearest_upstream,-0.42000897957414907,0,,
31.831943,32.188228,0.3562850000000033,4,False,False,,,3.500000122988705,3.100000199149175,ok,400941,32.06956414715483,4,direct,0.0,1,,
32.188228,32.370742,0.18251399999999762,4,True,False,,,3.100000199149175,2.9999998815933546,too_short,400409,32.2644702302906,4,direct,0.0,1,402946,
32.370742,32.616874,0.2461320000000029,5,True,True,,,2.9999998815933546,2.7000003767919827,ok,400409,32.2644702302906,4,nearest_upstream,-0.229337769709403,0,402944,
32.616874,33.178568,0.5616939999999957,4,False,False,,,2.7000003767919827,1.8000006796220962,ok,402803,32.90238027497136,5,direct_tiebreak,0.0,3,,
33.178568,33.467382,0.2888140000000021,4,True,False,,,1.8000006796220962,1.4999997881347136,ok,402788,33.35036683973267,4,direct_tiebreak,0.0,2,,
33.467382,34.83009,1.3627079999999978,6,False,True,,,1.4999997881347136,0.200009976268095,too_long,402829,34.19236257236945,6,direct_tiebreak,0.0,2,,403196
34.83009,35.290225,0.46013500000000107,5,False,False,,,0.200009976268095,10.299999624408477,ok,401637,34.99739641665032,5,direct,0.0,1,,
35.290225,35.443182,0.15295700000000068,6,True,False,,,10.299999624408477,10.100000011648998,too_short,401642,35.344637264781646,6,direct,0.0,1,403195,
35.443182,36.381844,0.9386620000000008,6,True,True,,,10.100000011648998,9.199999666662373,ok,401642,35.344637264781646,6,nearest_upstream,-0.5678757352183581,0,403195,
36.381844,36.581779,0.19993499999999642,6,False,True,,,9.199999666662373,9.000000327921745,too_short,401642,35.344637264781646,6,nearest_upstream,-1.1371742352183531,0,,
36.581779,36.84806,0.2662809999999993,4,False,True,,,9.000000327921745,8.699999700352002,ok,401642,35.344637264781646,6,nearest_upstream,-1.3702822352183475,0,,
36.84806,37.780269,0.9322090000000003,4,False,False,,,8.699999700352002,7.800000361775529,ok,402119,37.465657007766886,4,direct,0.0,1,,
37.780269,38.12686,0.34659100000000365,4,True,False,,,7.800000361775529,7.399999977694659,ok,400238,38.03341806616969,4,direct,0.0,1,,
38.12686,38.581449,0.4545889999999986,5,False,True,,,7.399999977694659,7.00000027624383,ok,400238,38.03341806616969,4,nearest_upstream,-0.32073643383031225,0,,423149
38.581449,39.192729,0.6112800000000007,4,False,False,,,7.00000027624383,6.400000541236087,ok,402120,39.025290763312576,4,direct,0.0,1,,
39.192729,39.934888,0.7421590000000009,4,True,True,,,6.400000541236087,5.600000196978979,ok,423148,39.314798873294926,4,direct,0.0,1,,
39.934888,40.516196,0.5813079999999999,4,False,False,,,5.600000196978979,5.099999904609397,ok,402121,40.35751091281907,4,direct,0.0,1,,
40.516196,40.983913,0.4677170000000004,4,True,True,,,5.099999904609397,4.600000424255555,ok,402121,40.35751091281907,4,nearest_upstream,-0.3925435871809313,0,,
40.983913,41.252215,0.2683019999999985,4,False,False,,,4.600000424255555,4.300000617831262,ok,400971,41.17349508931282,4,direct,0.0,1,,
41.252215,41.446862,0.19464700000000335,5,True,False,,,4.300000617831262,4.100000391711917,too_short,404759,41.41644407833642,4,direct,0.0,1,413037,
41.446862,41.535995,0.0891329999999968,5,True,True,,,4.100000391711917,4.000000309980499,too_short,404759,41.41644407833642,4,nearest_upstream,-0.07498442166357933,0,408442,
41.535995,41.649588,0.11359300000000161,4,False,False,,,4.000000309980499,3.9000001476025457,too_short,400479,41.627392195640645,4,direct,0.0,1,,
41.649588,41.7786,0.1290119999999959,5,True,False,,,3.9000001476025457,3.7999995063625196,too_short,400479,41.627392195640645,4,nearest_upstream,-0.08670180435935748,0,408441,
41.7786,41.949392,0.17079200000000583,4,False,False,,,3.7999995063625196,3.6000000641791976,too_short,400030,41.92267386982998,4,direct,0.0,1,,
41.949392,42.617809,0.668416999999998,3,True,True,,,3.6000000641791976,2.9000002375809455,ok,401440,42.12231385832359,4,direct,0.0,1,418864,
42.617809,42.951142,0.3333329999999961,3,False,False,,,2.9000002375809455,2.600000269396962,ok,403225,42.80985715581843,3,direct_tiebreak,0.0,2,,
42.951142,43.10382,0.15267800000000165,3,True,False,,,2.600000269396962,2.4000000811205227,too_short,400508,43.0063585344533,3,direct,0.0,1,402935,
43.10382,43.310561,0.20674100000000095,4,True,True,,,2.4000000811205227,2.19999992776702,ok,400508,43.0063585344533,3,nearest_upstream,-0.2008319655466977,0,402935,
43.310561,43.476858,0.16629700000000014,3,False,False,,,2.19999992776702,2.0999996823405427,too_short,400253,43.461023023107494,3,direct,0.0,1,,
43.476858,43.64285,0.1659920000000028,4,True,False,,,2.0999996823405427,1.9000003801973828,too_short,400709,43.619640133222184,4,direct,0.0,1,413043,
43.64285,44.173412,0.5305619999999962,4,True,True,,,1.9000003801973828,1.4000003229404854,ok,400709,43.619640133222184,4,nearest_upstream,-0.28849086677781344,0,413045,413047
44.173412,44.273138,0.09972600000000398,3,False,False,,,1.4000003229404854,1.299999961318208,too_short,400709,43.619640133222184,4,nearest_upstream,-0.6036348667778171,0,,
44.273138,44.33812,0.06498200000000054,4,True,False,,,1.299999961318208,1.2000000981515335,too_short,400723,44.31171730590497,4,direct_tiebreak,0.0,2,413046,
44.33812,44.907876,0.5697559999999982,4,True,True,,,1.2000000981515335,0.699999543862766,ok,400723,44.31171730590497,4,nearest_upstream,-0.3112806940950321,0,413048,408913
44.907876,45.229961,0.3220850000000013,3,False,True,,,0.699999543862766,0.3000003928182168,ok,408911,45.02393362549949,4,direct,0.0,1,,408912
45.229961,45.575159,0.34519799999999634,3,False,False,,,0.3000003928182168,-2.4735568615597136e-07,ok,401611,45.45598429354031,3,direct,0.0,1,,
45.575159,45.892511,0.31735199999999963,3,True,False,,,-2.4735568615597136e-07,-0.3173521831042905,ok,401611,45.45598429354031,3,nearest_upstream,-0.277850706459688,0,408917,
