pm_start,pm_end,length,lanes,on_ramp,off_ramp,on_ramp_name,off_ramp_name,caltrans_pm_start,caltrans_pm_end,length_warning,vds_id,vds_pm,vds_lanes,vds_source,vds_distance_mi,vds_n_candidates,on_ramp_vds_id,off_ramp_vds_id
0.0,0.346162,0.346162,2,False,True,,,35.29999924,35.000000053658496,ok,,,,missing,,0,,
0.346162,1.289412,0.9432499999999999,2,False,False,,,35.000000053658496,33.99999981667841,ok,400659,0.5057000274711762,2,direct_tiebreak,0.0,2,,
1.289412,2.139618,0.850206,3,True,False,,,33.99999981667841,33.20000080225029,ok,400093,1.5285985745327462,4,direct_tiebreak,0.0,3,,
2.139618,2.480733,0.34111499999999984,4,True,True,,,33.20000080225029,32.799999014793144,ok,400093,1.5285985745327462,4,nearest_upstream,-0.7815769254672535,0,,
2.480733,3.451729,0.970996,3,False,False,,,32.799999014793144,31.899999865349553,ok,401141,3.0322797474195,3,direct_tiebreak,0.0,4,,
3.451729,3.930657,0.47892800000000024,3,True,False,,,31.899999865349553,31.399999797446227,ok,401141,3.0322797474195,3,nearest_upstream,-0.6589132525805002,0,,
3.930657,4.032586,0.10192900000000016,5,True,False,,,31.399999797446227,31.299999569171295,too_short,400609,4.023781385241817,5,direct,0.0,1,403046,
4.032586,4.467355,0.4347690000000002,4,True,False,,,31.299999569171295,30.89999937595514,ok,400835,4.375729529301884,4,direct,0.0,1,403046,
4.467355,5.224484,0.7571289999999999,4,True,False,,,30.89999937595514,30.099999993925383,ok,400835,4.375729529301884,4,nearest_upstream,-0.47018997069811697,0,403045,
5.224484,5.442251,0.21776699999999938,4,True,True,,,30.099999993925383,29.899999702555537,ok,400835,4.375729529301884,4,nearest_upstream,-0.9576379706981157,0,,
5.442251,6.121542,0.6792910000000001,4,False,True,,,29.899999702555537,29.200000905154333,ok,400835,4.375729529301884,4,nearest_upstream,-1.4061669706981164,0,,403042
6.121542,6.577395,0.4558530000000003,4,False,False,,,29.200000905154333,28.799999355484363,ok,400570,6.442405088918026,4,direct_tiebreak,0.0,2,,
6.577395,6.722045,0.1446499999999995,4,True,False,,,28.799999355484363,28.60000001051132,too_short,400669,6.680195126240861,4,direct,0.0,1,403038,
6.722045,6.734494,0.012449000000000154,5,True,True,,,28.60000001051132,28.58755101051132,too_short,400669,6.680195126240861,4,nearest_upstream,-0.04807437375913892,0,403038,403037
6.734494,7.180269,0.44577500000000025,4,False,True,,,28.58755101051132,28.200000765623553,ok,400669,6.680195126240861,4,nearest_upstream,-0.27718637375913957,0,,403033
7.180269,7.855132,0.6748630000000002,4,False,False,,,28.200000765623553,27.49999950328093,ok,400190,7.263461151000144,4,direct_tiebreak,0.0,2,,
7.855132,8.351825,0.4966929999999996,4,True,True,,,27.49999950328093,26.999999523622048,ok,400190,7.263461151000144,4,nearest_upstream,-0.8400173489998553,0,403031,
8.351825,9.063152,0.7113270000000007,4,False,False,,,26.999999523622048,26.299998924066873,ok,400956,8.991568686744987,4,direct,0.0,1,,
9.063152,9.585647,0.5224949999999993,4,True,True,,,26.299998924066873,25.700000809125253,ok,400956,8.991568686744987,4,nearest_upstream,-0.33283081325501307,0,403027,
9.585647,9.89679,0.3111429999999995,4,False,False,,,25.700000809125253,25.399999966786165,ok,400793,9.802145664263602,4,direct,0.0,1,,
9.89679,10.109827,0.21303699999999992,4,True,False,,,25.399999966786165,25.200001023842034,ok,400740,9.992070760065412,5,direct,0.0,1,410372,
10.109827,10.353776,0.24394900000000064,6,True,True,,,25.200001023842034,25.000000368736874,ok,400740,9.992070760065412,5,nearest_upstream,-0.23973073993458804,0,,
10.353776,10.595874,0.24209800000000037,5,False,False,,,25.000000368736874,24.70000090097378,ok,400134,10.573982827256287,5,direct,0.0,1,,
10.595874,10.723384,0.12750999999999912,5,True,False,,,24.70000090097378,24.60000012255147,too_short,400442,10.723383750426793,5,direct,0.0,1,403023,
10.723384,11.498913,0.7755290000000006,5,True,True,,,24.60000012255147,23.79999917103382,ok,410370,11.292218850721147,5,direct,0.0,1,403019,403013
11.498913,11.688669,0.18975600000000092,5,False,False,,,23.79999917103382,23.600000200579835,too_short,410370,11.292218850721147,5,nearest_upstream,-0.30157214927885256,0,,
11.688669,11.780067,0.09139799999999987,5,True,False,,,23.600000200579835,23.499999775395672,too_short,410370,11.292218850721147,5,nearest_upstream,-0.44214914927885296,0,403015,
11.780067,12.209769,0.4297019999999989,6,True,True,,,23.499999775395672,23.10000066499395,ok,400192,11.971517929041223,6,direct_tiebreak,0.0,3,403014,
12.209769,12.44141,0.23164099999999976,5,False,True,,,23.10000066499395,22.899999528806465,ok,400192,11.971517929041223,6,nearest_upstream,-0.3540715709587765,0,,
12.44141,12.675842,0.23443199999999997,5,False,False,,,22.899999528806465,22.60000015759584,ok,400942,12.602820246321047,5,direct,0.0,1,,
12.675842,14.1709,1.4950580000000002,5,True,True,,,22.60000015759584,21.1000003318689,too_long,401068,13.192842212690328,5,direct_tiebreak,0.0,2,418464,
14.1709,14.320602,0.14970199999999956,4,False,False,,,21.1000003318689,20.99999990086642,too_short,401068,13.192842212690328,5,nearest_upstream,-1.0529087873096703,0,,
14.320602,14.729562,0.40896000000000043,3,False,False,,,20.99999990086642,20.600000676875442,ok,400225,14.67206087500969,4,direct,0.0,1,,
14.729562,14.771301,0.04173899999999975,4,True,True,,,20.600000676875442,20.499999904036393,too_short,400225,14.67206087500969,4,nearest_upstream,-0.07837062499030978,0,403009,
14.771301,15.218811,0.4475100000000012,3,False,False,,,20.499999904036393,20.099999973046394,ok,401072,14.996448584692594,4,direct,0.0,1,,
15.218811,15.388707,0.1698959999999996,5,True,False,,,20.099999973046394,19.899999385151663,too_short,400486,15.35526476483143,6,direct,0.0,1,,
15.388707,16.764116,1.3754090000000012,5,True,True,,,19.899999385151663,18.60000001745731,too_long,400312,15.954555094511583,6,direct_tiebreak,0.0,4,403007,
16.764116,17.144882,0.3807659999999977,4,False,False,,,18.60000001745731,18.200000508685843,ok,400670,17.0716011675283,5,direct,0.0,1,,
17.144882,17.352358,0.20747599999999977,4,True,True,,,18.200000508685843,18.000000040912514,ok,400463,17.33068116442159,5,direct,0.0,1,403004,
17.352358,18.045527,0.693169000000001,4,False,False,,,18.000000040912514,17.29999901692805,ok,401475,17.84039810747905,5,direct_tiebreak,0.0,2,,
18.045527,18.317974,0.27244699999999966,5,True,True,,,17.29999901692805,16.999999816372547,ok,408141,18.050047198014695,6,direct,0.0,1,403000,
18.317974,18.334847,0.01687300000000036,3,False,False,,,16.999999816372547,16.983126816372547,too_short,408141,18.050047198014695,6,nearest_upstream,-0.276363301985306,0,,
18.334847,18.740201,0.4053539999999991,4,False,False,,,16.983126816372547,16.600000464292002,ok,400427,18.62190372203823,4,direct,0.0,1,,
18.740201,18.910599,0.17039800000000227,5,True,False,,,16.600000464292002,16.40000015910297,too_short,417676,18.761084083872046,5,direct,0.0,1,417677,
18.910599,19.409371,0.4987719999999989,5,True,True,,,16.40000015910297,16.000000047717425,ok,408140,19.230007695083483,5,direct_tiebreak,0.0,2,,
19.409371,19.92174,0.5123689999999996,4,False,False,,,16.000000047717425,15.399999670037001,ok,400634,19.51910396075996,4,direct_tiebreak,0.0,2,,
19.92174,19.951158,0.029417999999999722,3,False,False,,,15.399999670037001,15.370581662728984,too_short,400634,19.51910396075996,4,nearest_upstream,-0.41734503924003974,0,,
19.951158,20.490847,0.5396889999999992,4,True,True,,,15.370581662728984,14.799999983528435,ok,400038,20.37089971167411,5,direct,0.0,1,402993,
20.490847,20.885389,0.3945420000000013,3,False,False,,,14.799999983528435,14.399999896826918,ok,401450,20.782443268417655,4,direct,0.0,1,,
20.885389,21.45942,0.5740310000000015,3,True,True,,,14.399999896826918,13.899999486675622,ok,401240,21.07309051220924,4,direct,0.0,1,403149,402988
21.45942,21.856922,0.39750199999999936,4,False,False,,,13.899999486675622,13.500000001068738,ok,401716,21.542913436708403,4,direct_tiebreak,0.0,2,,
21.856922,22.044325,0.18740299999999976,5,True,True,,,13.500000001068738,13.30000058547544,too_short,401716,21.542913436708403,4,nearest_upstream,-0.40771006329159576,0,402987,
22.044325,22.301794,0.2574690000000004,4,False,False,,,13.30000058547544,13.014401383528387,ok,400853,22.199641513445346,4,direct,0.0,1,,
22.301794,22.316195,0.014400999999999442,5,True,False,,,13.014401383528387,13.000000383528388,too_short,400853,22.199641513445346,4,nearest_upstream,-0.10935298655465431,0,402982,
22.316195,22.539226,0.22303099999999887,3,False,False,,,13.000000383528388,12.800000316501169,ok,400067,22.35932254470792,4,direct,0.0,1,,
22.539226,23.529855,0.990629000000002,3,True,True,,,12.800000316501169,11.799999630416721,ok,401038,23.016656236561545,5,direct_tiebreak,0.0,3,,
23.529855,23.832477,0.3026219999999995,3,False,False,,,11.799999630416721,11.399999958478924,ok,400839,23.7351582957067,4,direct,0.0,1,,
23.832477,24.034174,0.20169699999999935,3,True,False,,,11.399999958478924,11.199999808686195,ok,400565,23.904940875231972,4,direct,0.0,1,402977,
24.034174,24.800252,0.7660780000000003,3,True,True,,,11.199999808686195,10.54762621824901,ok,400186,24.266602052264396,4,direct,0.0,1,,
24.800252,24.847878,0.047626000000001056,3,False,False,,,10.54762621824901,10.500000227257969,too_short,400186,24.266602052264396,4,nearest_upstream,-0.5574629477356048,0,,
24.847878,25.113821,0.26594300000000004,4,False,False,,,10.500000227257969,10.20000030357448,ok,400686,25.01595461887253,4,direct,0.0,1,,
25.113821,25.295974,0.18215299999999957,4,True,False,,,10.20000030357448,10.000000414435373,too_short,400451,25.215461134757952,4,direct,0.0,1,402975,
25.295974,26.246691,0.9507169999999974,4,True,True,CA 84,,10.000000414435373,9.100000459902217,ok,401557,25.436128095524005,4,direct,0.0,1,402971,402969
26.246691,26.572394,0.32570300000000074,4,False,False,,,9.100000459902217,8.799999714684123,ok,400248,26.459456650372424,4,direct,0.0,1,,
26.572394,26.802198,0.22980400000000145,4,True,False,,,8.799999714684123,8.499999743853424,ok,400810,26.648590378744313,4,direct,0.0,1,402966,
26.802198,27.876179,1.0739809999999999,4,True,True,,,8.499999743853424,7.499999701954935,too_long,400810,26.648590378744313,4,nearest_upstream,-0.690598121255686,0,402966,402941
