100,36,0,30,20.4,0,0,42,200.491046957916,0,0,60,12,0,72,0,36,0,24,24,0,54,18,0,60,24,12,0,60,0,60,72,0,0,240,0,206.4,0,0,0,0
100,0,0,36,61.2,0,0,72,200.491046957916,0,0,72,36,0,60,0,48,0,48,0,0,126,36,0,12,36,24,0,24,0,48,36,0,0,168,0,309.6,0,0,0,0
100,0,0,30,51,0,0,42,200.491046957916,0,0,24,12,0,36,0,36,0,48,12,0,90,36,0,0,24,36,0,96,0,36,0,0,0,96,0,154.8,0,0,0,0
100,24,0,18,10.2,0,0,12,200.491046957916,0,0,12,0,0,36,0,12,0,12,48,0,36,36,0,0,0,12,0,24,0,0,180,0,0,264,0,335.4,0,0,0,0
100,0,0,6,10.2,0,0,6,167.07587246493,0,0,0,24,0,96,0,24,0,48,36,0,90,18,0,12,0,12,0,60,0,24,72,0,0,168,0,206.4,0,0,0,0
100,48,0,30,10.2,0,0,6,133.660697971944,0,0,0,12,0,36,0,24,0,60,12,0,36,18,0,48,0,0,0,48,0,48,180,0,0,264,0,180.6,0,0,0,0
100,24,0,12,0,0,0,6,133.660697971944,0,0,12,24,0,84,0,36,0,36,24,0,0,0,0,12,12,12,0,12,0,48,18,0,0,192,0,129,0,0,0,0
100,0,0,0,0,0,0,0,133.660697971944,0,0,0,36,0,48,0,36,0,36,0,0,90,0,0,0,36,36,0,36,0,24,72,0,0,120,0,154.8,0,0,0,0
100,24,0,12,0,0,0,0,167.07587246493,0,0,0,12,0,48,0,36,0,12,0,0,18,0,0,12,12,0,0,60,0,48,54,0,0,168,0,180.6,0,0,0,0
100,24,0,24,20.4,0,0,18,133.660697971944,0,0,12,24,0,72,0,48,0,36,36,0,54,36,0,0,12,24,0,12,0,36,36,0,0,192,0,77.4,0,0,0,0
100,0,0,24,40.8,0,0,30,133.660697971944,0,0,12,12,0,12,0,48,0,12,12,0,54,36,0,12,0,24,0,24,0,12,0,0,0,24,0,180.6,0,0,0,0
100,12,0,36,51,0,0,36,133.660697971944,0,0,12,0,0,24,0,24,0,24,24,0,36,18,0,12,12,24,0,0,0,48,54,0,0,144,0,154.8,0,0,0,0
1207,24,0,24,20.4,0,0,18,133.660697971944,0,0,12,36,0,12,0,12,0,12,0,0,36,0,0,12,24,12,0,36,0,36,0,0,0,48,0,154.8,0,0,0,0
1207,24,0,18,10.2,0,0,6,133.660697971944,0,0,0,12,0,108,0,24,0,24,0,0,18,18,0,0,24,0,0,24,0,36,18,0,0,48,0,103.2,0,0,0,0
1207,48,0,48,40.8,0,0,30,133.660697971944,0,0,12,12,0,24,0,12,0,12,24,0,36,0,0,0,12,0,0,12,0,12,36,0,0,48,0,154.8,0,0,0,0
1207,36,0,30,20.4,0,0,24,133.660697971944,0,0,24,0,0,48,0,60,0,12,24,0,72,0,0,0,12,36,0,48,0,24,36,0,0,96,0,103.2,0,0,0,0
1207,24,0,24,20.4,0,0,18,133.660697971944,0,0,12,0,0,60,0,0,0,24,12,0,18,0,0,12,24,0,0,0,0,36,18,0,0,192,0,206.4,0,0,0,0
1207,0,0,30,51,0,0,48,133.660697971944,0,0,36,12,0,132,0,24,0,24,0,0,54,18,0,24,12,12,0,60,0,12,36,0,0,48,0,77.4,0,0,0,0
1207,0,0,0,0,0,0,12,133.660697971944,0,0,24,0,0,24,0,24,0,60,24,0,18,18,0,12,12,24,0,0,0,0,18,0,0,48,0,51.6,0,0,0,0
1207,12,0,12,10.2,0,0,12,100.245523478958,0,0,12,36,0,36,0,60,0,12,12,0,18,18,0,0,0,48,0,36,0,24,36,0,0,48,0,51.6,0,0,0,0
1207,36,0,18,0,0,0,6,133.660697971944,0,0,12,36,0,48,0,36,0,72,0,0,18,0,0,12,12,36,0,12,0,48,36,0,0,0,0,0,0,0,0,0
1207,0,0,0,0,0,0,6,66.8303489859719,0,0,12,12,0,48,0,24,0,12,0,0,18,0,0,12,60,12,0,0,0,12,0,0,0,144,0,77.4,0,0,0,0
1207,0,0,6,10.2,0,0,24,66.8303489859719,0,0,36,0,0,48,0,12,0,24,12,0,36,18,0,0,48,0,0,48,0,24,18,0,0,96,0,25.8,0,0,0,0
1207,0,0,6,10.2,0,0,12,100.245523478958,0,0,12,24,0,72,0,12,0,0,0,0,54,0,0,12,36,36,0,12,0,60,36,0,0,72,0,77.4,0,0,0,0
821,0,0,24,40.8,0,0,24,66.8303489859719,0,0,0,0,0,60,0,0,0,0,0,0,18,18,0,12,36,24,0,24,0,36,18,0,0,168,0,180.6,0,0,0,0
821,36,0,24,10.2,0,0,6,133.660697971944,0,0,0,12,0,24,0,24,0,36,24,0,18,0,0,12,12,12,0,12,0,12,18,0,0,96,0,232.2,0,0,0,0
821,24,0,48,61.2,0,0,42,100.245523478958,0,0,12,24,0,48,0,24,0,24,12,0,0,0,0,0,12,0,0,24,0,24,36,0,0,120,0,206.4,0,0,0,0
821,24,0,30,30.6,0,0,30,66.8303489859719,0,0,24,24,0,84,0,0,0,36,24,0,0,18,0,0,12,12,0,36,0,48,54,0,0,72,0,25.8,0,0,0,0
821,12,0,6,0,0,0,12,66.8303489859719,0,0,24,12,0,0,0,12,0,0,0,0,54,18,0,12,0,12,0,12,0,48,0,0,0,24,0,154.8,0,0,0,0
821,0,0,12,20.4,0,0,18,66.8303489859719,0,0,12,0,0,60,0,0,0,24,0,0,18,18,0,0,0,12,0,0,0,72,36,0,0,72,0,51.6,0,0,0,0
821,0,0,6,10.2,0,0,6,66.8303489859719,0,0,0,36,0,36,0,24,0,12,0,0,18,0,0,12,12,36,0,24,0,24,0,0,0,24,0,25.8,0,0,0,0
821,12,0,18,20.4,0,0,18,66.8303489859719,0,0,12,0,0,0,0,0,0,12,12,0,0,36,0,0,12,72,0,0,0,48,0,0,0,96,0,129,0,0,0,0
821,12,0,42,61.2,0,0,54,66.8303489859719,0,0,36,24,0,24,0,36,0,0,12,0,18,0,0,0,0,36,0,36,0,12,36,0,0,24,0,77.4,0,0,0,0
821,0,0,18,30.6,0,0,36,100.245523478958,0,0,36,24,0,60,0,36,0,0,0,0,0,18,0,12,36,48,0,36,0,12,36,0,0,0,0,51.6,0,0,0,0
821,12,0,12,10.2,0,0,24,100.245523478958,0,0,36,0,0,36,0,36,0,24,12,0,0,18,0,12,0,12,0,72,0,12,0,0,0,96,0,154.8,0,0,0,0
